"","Year","Lon_M","Lat_M","MUN","ANC","DC","SST","SALI","GSST","BAT","CHL"
"1825",2001,-78.02537,-13.53652,0,0,93.87842,16.8607,34.94071,0.04132943,-5259.282,0.368806907
"2958",2001,-80.59717,-8.0045,0,0,68.83997,17.5959,34.90314,0.1653407,-1255.442,1.965739667
"2196",2001,-75.465,-15.37128,0,0,13.62254,15.77465,34.91462,0.2750668,-884.3901,2.179269809
"3691",2001,-77.76615,-14.2297,0,0,81.89038,16.43816,34.95067,0.06348746,-4600.488,0.497837408
"3045",2001,-79.3725,-10.82417,0,0,82.10096,18.27244,35.13814,0.2125182,-3972.532,0.269176423
"2032",2001,-74.33163,-17.107,0,0,63.23847,16.5276,34.9029,0.09529204,-5803.682,0.230316681
"3898",2001,-76.83818054,-12.49849987,0,25.3813297,1.85608631,16.43818013,34.89557151,0.124595043,-89.65272066,0.614717326
"1008",2001,-73.25485,-18.22097,0,0,97.50239,17.71292,35.01742,0.04160584,-4780.191,0.352464833
"1067",2001,-77.38225,-15.24332,0,0,90.03954,17.0947,35.01167,0.2796278,-3487.903,0.286240496
"249",2001,-80.86784,-9.027333,0,0,113.468,18.77291,34.94216,0.1429795,-5946.994,0.618133021
"2148",2001,-72.91959,-17.28925,0,0,40.13565,16.92801,34.99283,0.1487451,-2685.232,0.47735914
"1001",2001,-79.71917,-9.863334,0,0,77.47183,18.23178,34.95558,0.2529835,-1571.881,0.797764503
"13",2001,-78.4,-12.29316,0,0,73.22193,17.05327,35.01625,0.3781121,-3254.375,0.410020244
"2247",2001,-71.28395,-18.13038,0,0,19.12933,16.8943,34.96066,0.05063144,-1059.068,0.657456636
"1982",2001,-77.23232,-11.95843,0,0,5.454842,15.94049,34.89082,0.2425627,-54.40227,0.7447516
"3218",2001,-74.78633,-17.37017,0,0,90.92308,17.23375,34.94206,0.1240154,-4637.561,0.371221268
"113",2001,-73.27022,-17.41038,0,0,54.99914,17.51025,35.02267,0.2063804,-5041.847,0.420757581
"2284",2001,-79.59917,-10.6665,0,0,89.95764,17.90271,35.02022,0.1420922,-3879.385,0.283299137
"1022",2001,-82.706,-7.068333,0,0,112.6097,19.02285,35.05606,0.0755242,-4348.286,0.35033382
"459",2001,-81.51366,-7.376,0,0,77.91446,18.4089,34.97719,0.1818238,-5711.154,0.539184676
"384",2001,-73.4143,-17.63858,0,0,70.98071,17.96161,35.03004,0.04484799,-6783.575,0.4130167
"2846",2001,-72.29951,-17.7823,0,0,45.16143,16.49889,34.96113,0.07726347,-1990.955,0.463011856
"61",2001,-79.41095,-11.71983,0,0,106.2411,18.3697,35.16264,0.06379333,-5513.375,0.249178146
"189",2001,-76.79967,-15.94028,0,0,91.68108,17.24442,35.011,0.1223117,-2694.397,0.235883026
"2841",2001,-78.43477,-11.16245,0,0,45.24198,16.58288,34.97114,0.3171381,-964.6281,1.701942476
"1358",2001,-78.30383,-13.87717,0,0,110.8954,16.65864,34.94417,0.07749545,-4643.949,0.343508824
"2883",2001,-74.94282,-16.15863,0,0,34.35058,16.65315,34.99238,0.202685,-3540.043,0.430519616
"1428",2001,-78.31588,-13.86508,0,0,111.6077,16.65249,34.94348,0.0780922,-4635.03,0.332814203
"3035",2001,-79.7065,-10.23083,0,0,87.01589,18.40064,34.95863,0.2179151,-3095.76,0.332919628
"98",2001,-76.76534,-15.97452,0,0,92.18178,17.25965,35.01044,0.1152619,-2799.76,0.233238145
"1922",2001,-74.279,-17.01365,0,0,56.92249,16.4741,34.90344,0.09156174,-6474.978,0.227266962
"3115",2001,-76.9905,-12.9224,0,0,23.13053,16.80524,34.9163,0.04403324,-355.4402,0.513102591
"2066",2001,-80.16967,-9.530167,0,0,94.6587,17.878,34.94485,0.0715758,-3553.232,0.477138348
"1012",2001,-80.65933,-8.635667,0,0,89.86177,18.26826,34.91841,0.2684558,-3326.332,0.594222941
"1307",2001,-73.35112,-18.01197,0,0,89.31674,17.72646,35.02279,0.01494817,-5099.827,0.405625467
"1399",2001,-82.73067,-6.860833,0,0,107.7213,19.01636,35.05684,0.0681171,-4265.62,0.341742878
"1627",2001,-76.29752,-13.5532,0,0,6.325556,16.04261,34.91173,0.1950341,-57.07556,4.252607023
"3479",2001,-75.19898,-16.59148,0,0,64.18574,16.7402,34.93213,0.0976464,-5114.901,0.249962969
"2970",2001,-78.56633,-11.23942,0,0,53.53267,17.30257,35.03117,0.5589542,-1784.987,1.10859388
"2793",2001,-74.591,-17.53092,0,0,92.62725,17.4363,34.92847,0.3075383,-4647.396,0.314720863
"1063",2001,-73.84345,-17.98152,0,0,99.65957,17.78233,35.0274,0.03925809,-3856.837,0.425628749
"1729",2001,-82.48083,-6.722167,0,0,90.67058,18.78178,35.04806,0.05750687,-4330.18,0.437780462
"1088",2001,-73.32253,-18.16042,0,0,97.01299,17.7063,35.0174,0.03680351,-4709.922,0.378349206
"2633",2001,-74.5416,-17.46717,0,0,87.8777,17.33968,34.92587,0.3386376,-4718.589,0.288361774
"3103",2001,-71.55895,-18.08778,0,0,25.03617,16.69395,34.93147,0.1001274,-1279.493,0.668493843
"2476",2001,-81.486,-8.053333,0,0,113.1082,18.53752,35.009,0.07615811,-5062.179,0.552901534
"1563",2001,-77.48773,-14.97937,0,0,84.79693,16.25589,34.94482,0.1079378,-3844.48,0.386391884
"3596",2001,-75.25076,-16.66875,0,0,69.57122,16.82445,34.93143,0.1104303,-4614.591,0.247200452
"918",2001,-77.24406,-15.14587,0,0,80.23728,16.90613,35.00102,0.2543818,-3382.639,0.333176812
"2298",2001,-77.90695,-14.81647,0,0,101.8015,16.22524,34.92337,0.1033697,-4065.071,0.544981195
"2861",2001,-80.70167,-8.064,0,0,75.99893,17.8566,34.91095,0.223207,-1664.117,1.549432477
"2618",2001,-80.17733,-9.276334,0,0,89.10641,17.8793,34.94915,0.06775435,-2702.885,0.65679799
"436",2001,-75.1643,-17.05178,0,0,85.73202,17.33237,34.95487,0.1082373,-4499.31,0.285442686
"2399",2001,-82.11234,-6.509833,0,0,65.29602,18.44675,34.99593,0.04911082,-4632.755,0.614278852
"1166",2001,-73.90739,-17.91058,0,0,96.89618,17.79573,35.03151,0.04628617,-4218.007,0.392885523
"1331",2001,-82.8045,-6.901834,0,0,112.76,19.07738,35.05391,0.07564994,-4298.421,0.32829008
"3697",2001,-79.327,-9.348166,0,0,43.6086,16.9798,34.96332,0.1964507,-157.1595,0.904543335
"2030",2001,-74.12372,-17.79983,0,0,96.21324,17.57482,35.00589,0.07867594,-4690.189,0.32652465
"1673",2001,-81.16233063,-8.62749958,0,24.412,114.6579268,18.82149284,35.00314782,0.087430042,-5176.266722,0.600383307
"3575",2001,-79.1545,-11.8697,0,0,94.58917,18.00329,35.15689,0.03841657,-5938.284,0.286990244
"1704",2001,-82.51,-6.7385,0,0,92.66549,18.8047,35.05025,0.0627825,-4333.358,0.424963438
"718",2001,-80.17467,-9.832167,0,0,100.5471,18.7722,34.98696,0.1080723,-4747.427,0.438305215
"3731",2001,-79.35616,-9.365334,0,0,45.53445,17.07797,34.96364,0.2234573,-162.0209,0.838507836
"2063",2001,-79.41666,-10.56283,0,0,77.675,17.70877,34.97848,0.0993577,-2812.714,0.359971243
"2891",2001,-77.12682,-13.00015,0,0,32.35777,16.61227,34.94879,0.05796079,-846.287,0.438486576
"3434",2001,-74.70182,-17.1872,0,0,79.21591,17.12305,34.94234,0.1513354,-4713.273,0.301483131
"2564",2001,-81.52983,-7.970667,0,0,109.6489,18.55468,35.01222,0.06406267,-5171.706,0.579345104
"1531",2001,-75.80836,-16.62648,0,0,82.52992,17.23103,34.98809,0.03429255,-4326.911,0.179621239
"3757",2001,-75.31609,-16.76567,0,0,76.31351,16.98209,34.93938,0.1112742,-4563.84,0.232858008
"549",2001,-77.9594,-14.06672,0,0,91.35178,16.8229,34.95976,0.2007686,-4677.73,0.513454052
"739",2001,-75.65093,-16.85675,0,0,89.61171,17.13092,34.97388,0.07651815,-4204.481,0.166404462
"722",2001,-76.81193542,-14.03238297,0,33.61758003,25.19279209,16.38418435,34.92329928,0.067810875,-1625.618007,1.01134452
"1533",2001,-77.24485,-15.43308,0,0,90.05668,17.42217,35.01701,0.02362054,-2967.56,0.256649537
"3790",2001,-73.80692,-16.79053,0,0,33.45042,16.03695,34.88224,0.06397706,-3309.459,0.323839778
"3996",2001,-76.41535,-14.68867,0,0,26.14793,16.46129,34.92165,0.1524236,-1927.847,1.925584733
"744",2001,-80.898,-8.764667,0,0,105.8286,18.85359,34.96508,0.08698615,-6286.96,0.645208416
"3231",2001,-79.76017,-10.15417,0,0,88.16447,18.61712,34.96308,0.1276476,-3331.276,0.636561777
"1489",2001,-73.24316,-17.8307,0,0,76.91307,17.66835,35.0245,0.1048643,-6225.768,0.376812371
"575",2001,-77.93034,-14.04862,0,0,89.56332,16.85619,34.95925,0.1772299,-4657.543,0.565829571
"4007",2001,-72.80135,-18.2977,0,0,86.46641,17.29366,35.00436,0.2054367,-5958.652,0.255872372
"1375",2001,-82.76017,-6.877333,0,0,109.7381,19.03947,35.05553,0.07154228,-4275.181,0.333090301
"1600",2001,-73.7995,-17.56483,0,0,75.34911,17.87767,35.03235,0.07521122,-5613.824,0.320822074
"698",2001,-77.14353,-14.96365,0,0,68.46284,16.4994,34.95294,0.218738,-3930.364,0.463927256
"2462",2001,-78.08324,-14.7929,0,0,110.8279,16.47437,34.92087,0.08621228,-4071.954,0.506176342
"3443",2001,-80.27766,-7.8215,0,0,46.92123,16.81096,34.93818,0.1244398,-260.7416,1.833018511
"2745",2001,-80.25217,-9.283334,0,0,93.2373,17.9293,34.94206,0.1676866,-3402.213,0.706312025
"3299",2001,-72.47677,-18.06022,0,0,64.63007,16.46926,34.94073,0.05831044,-4436.566,0.25589389
"3563",2001,-72.58518,-18.25097,0,0,76.02789,16.49152,34.93645,0.1930693,-6791.322,0.279017721
"729",2001,-73.0681,-18.0829,0,0,84.24383,17.63799,35.02074,0.102975,-5907.668,0.300965963
"1766",2001,-73.98907,-17.59403,0,0,81.67641,17.72693,35.01257,0.03768383,-5063.28,0.27717615
"1442",2001,-78.83817,-10.21583,0,0,39.0577,16.9553,34.97553,0.05407845,-144.6999,1.333371501
"1397",2001,-78.3109,-13.87002,0,0,111.3126,16.65509,34.94376,0.07786305,-4640.44,0.336293719
"104",2001,-72.0793,-18.3253,0,0,54.43911,17.01639,34.9773,0.4981491,-3731.458,0.284606741
"4009",2001,-75.39695,-16.86938,0,0,83.79373,17.13363,34.95212,0.08391769,-4612.851,0.219300286
"1532",2001,-78.9475,-10.27917,0,0,46.19774,16.89873,34.96441,0.147201,-193.2555,1.054956989
"3565",2001,-80.03949738,-10.31483364,0,37.29023489,107.0563844,18.21646923,34.97715937,0.044977638,-6317.764067,0.446080058
"1015",2001,-76.97704,-15.56718,0,0,82.33712,17.36033,35.01659,0.08757109,-2889.34,0.255612551
"1928",2001,-79.03033,-9.465,0,0,30.29724,16.70152,34.95201,0.02749488,-134.8023,1.562051028
"3646",2001,-78.98917,-10.61133,0,0,56.14425,16.93956,34.97889,0.2740164,-1691.064,0.54393422
"1378",2001,-75.7273,-16.52543,0,0,74.94167,17.17588,34.98806,0.05528966,-3912.664,0.205980994
"1157",2001,-77.48047,-15.30053,0,0,96.51978,17.17167,35.01528,0.2661255,-3381.937,0.305066825
"128",2001,-76.6157,-14.75383,0,0,37.16185,16.46922,34.92543,0.09308833,-3331.962,1.917509143
"2485",2001,-79.917,-11.149,0,0,119.6194,18.59511,35.13694,0.03321695,-5231.822,0.170924113
"3427",2001,-77.52621,-14.10973,0,0,66.73928,16.91261,34.96534,0.1706063,-5193.232,0.587211759
"4008",2001,-81.85133,-7.268833,0,0,84.34597,18.63341,35.01205,0.02678782,-4708.443,0.361358789
"749",2001,-76.77589,-15.4738,0,0,70.00949,17.45867,35.01731,0.02520424,-2987.816,0.295644221
"2765",2001,-79.64133,-10.9765,0,0,100.3879,18.45232,35.15204,0.03803065,-6323.402,0.209912554
"3999",2001,-81.8695,-7.603167,0,0,101.4485,18.42641,35.01666,0.06263488,-4516.122,0.524883741
"2635",2001,-79.74384,-10.58633,0,0,96.399,17.93684,34.98469,0.08235822,-5016.748,0.281652379
"3711",2001,-81.61567,-7.1385,0,0,70.33962,18.17773,34.96868,0.1492179,-5631.819,0.40176782
"3506",2001,-77.61459,-14.48317,0,0,78.70561,16.4593,34.95429,0.08051567,-4351.313,0.627640219
"2202",2001,-80.06866,-9.474833,0,0,88.09523,17.97298,34.94926,0.0624384,-2812.447,0.432315331
"2715",2001,-76.28056,-14.90767,0,0,26.05701,16.16236,34.92274,0.1212255,-2129.37,1.5906341
"1807",2001,-74.01763,-17.6362,0,0,84.68213,17.70713,35.01181,0.05581303,-5065.457,0.286395937
"2850",2001,-81.28083,-7.827167,0,0,95.56857,18.57113,34.98334,0.07488547,-6137.9,0.811807931
"12",2001,-78.39,-12.29311,0,0,72.64461,17.02229,35.0126,0.3811849,-3251.276,0.413389973
"2069",2001,-81.2165,-8.074833,0,0,104.1589,18.65282,34.99617,0.0527885,-6026.889,0.774115884
"1707",2001,-81.19132996,-8.59066677,0,23.017,115.1505639,18.76799791,35.00313419,0.113874312,-5113.727446,0.569793463
"1222",2001,-74.08137,-16.6809,0,0,34.16838,16.04045,34.90052,0.1441817,-3992.445,0.313235129
"3096",2001,-77.2321,-13.94132,0,0,48.55081,16.69517,34.95136,0.1948475,-3559.159,0.892777095
"3622",2001,-73.88747,-16.92165,0,0,42.13607,16.09921,34.89047,0.1229837,-4305.196,0.251050832
"2446",2001,-81.46767,-8.0815,0,0,114.1359,18.54494,35.00795,0.08059979,-4943.169,0.554468454
"865",2001,-75.01003,-16.7805,0,0,67.2253,16.94251,34.92066,0.1640618,-5128.457,0.273425445
"3032",2001,-71.59483,-18.1452,0,0,29.01817,16.61656,34.92922,0.05249095,-1192.802,0.554368408
"2682",2001,-79.71633,-11.0195,0,0,105.5031,18.48253,35.15353,0.04427175,-6096.206,0.196166947
"3612",2001,-74.82632,-17.07842,0,0,77.90877,17.18617,34.96009,0.1327319,-4747.912,0.297633742
"4021",2001,-71.99015,-18.2476,0,0,47.54529,16.68009,34.9322,0.3418167,-2358.749,0.392304143
"3249",2001,-77.36367,-14.02143,0,0,56.5877,16.97002,34.96731,0.08535235,-3997.791,0.660603354
"1804",2001,-81.26083,-8.4745,0,0,115.9324,18.65606,35.00086,0.08895253,-5282.681,0.522178952
"1129",2001,-77.21459961,-11.93715,0,24.0772,4.158404067,16.10734509,34.88702673,0.142273556,-43.18525064,0.835472379
"1460",2001,-77.60439,-15.06755,0,0,93.35874,16.27525,34.9419,0.1287746,-4023.033,0.391414903
"2805",2001,-79.7275,-10.44833,0,0,93.08391,18.04998,34.97685,0.07290449,-4267.741,0.3343288
"373",2001,-82.07183,-7.396,0,0,98.10156,18.82288,35.01594,0.01684119,-4390.46,0.365383191
"1556",2001,-75.82145,-16.64695,0,0,83.96983,17.23837,34.98819,0.03029939,-4314.243,0.175748549
"2428",2001,-78.39318,-12.87075,0,0,86.07664,17.12179,35.06171,0.1220825,-6011.588,0.458721157
"1090",2001,-80.422,-9.892167,0,0,115.4381,18.50889,34.98359,0.1601928,-5200.233,0.52778074
"760",2001,-73.09071,-18.1098,0,0,86.30864,17.68964,35.02164,0.08478447,-5643.57,0.307713409
"8",2001,-77.3288,-11.75322,0,0,7.524515,16.63291,34.90531,0.175806,-73.41297,0.769501016
"398",2001,-82.1005,-7.413667,0,0,99.97162,18.81583,35.01574,0.02166865,-4393.56,0.391346752
"792",2001,-81.26967,-7.2315,0,0,62.99691,17.87568,34.93009,0.1786029,-3193.717,0.800088959
"425",2001,-81.00567,-8.914833,0,0,116.1865,18.92303,34.98453,0.04664202,-5732.389,0.73975229
"2531",2001,-72.72498,-16.97392,0,0,19.27233,16.44031,34.8642,0.2398503,-626.7388,0.626879347
"712",2001,-77.15785,-14.97515,0,0,69.54107,16.52541,34.95558,0.2149472,-3891.863,0.447441985
"3626",2001,-80.13017,-7.737,0,0,36.80518,16.81093,34.9441,0.1423599,-146.4785,1.628318348
"3486",2001,-79.07233,-10.65317,0,0,61.64776,17.22656,35.01244,0.2693166,-2035.809,0.415101447
"2545",2001,-76.43923,-14.98412,0,0,36.24111,16.2363,34.96144,0.1394633,-3981.416,2.15925472
"2722",2001,-72.24628,-17.69065,0,0,38.91723,16.5654,34.9658,0.0625289,-1582.276,0.558700568
"2694",2001,-74.84499,-15.99705,0,0,23.17852,16.00858,34.9357,0.2524208,-2320.921,0.664137497
"3771",2001,-80.45567,-8.796833,0,0,85.8108,18.19714,34.9131,0.1075315,-2510.886,0.604333574
"614",2001,-82.3095,-7.354333,0,0,105.2812,18.73798,35.02121,0.01605313,-4302.519,0.465479549
"3392",2001,-72.93383,-16.87053,0,0,17.31191,16.55286,34.877,0.1233173,-900.1655,0.557399236
"3994",2001,-78.87728,-11.70945,0,0,75.97733,18.05886,35.14998,0.04349914,-3897.806,0.335266701
"1971",2001,-74.4658,-15.88012,0,0,4.878628,15.65142,34.86489,0.1077001,-472.6622,1.249732701
"70",2001,-78.07643,-14.39483,0,0,101.8861,16.33567,34.93779,0.02283695,-4235.733,0.349081703
"1345",2001,-77.62795,-15.16148,0,0,97.72487,16.4297,34.95066,0.2480016,-3800.971,0.409450764
"2518",2001,-75.94405,-16.34115,0,0,72.58366,17.17212,34.97357,0.03184588,-4099.108,0.208697824
"1529",2001,-74.7366,-16.33552,0,0,36.25254,16.47805,34.96238,0.1344198,-3536.347,0.399464653
"2777",2001,-80.282,-9.299334,0,0,95.24164,18.04358,34.94244,0.2116781,-3689.126,0.718822811
"2845",2001,-76.24913,-14.89068,0,0,23.98346,16.23772,34.92203,0.165859,-1921.899,1.399622849
"2103",2001,-71.22563,-18.01493,0,0,11.57613,16.89725,34.94748,0.1465465,-689.4839,1.295281292
"692",2001,-81.37334,-7.286667,0,0,68.91069,17.92251,34.94021,0.1728778,-5556.557,0.634272777
"2778",2001,-72.27052,-17.7356,0,0,41.91624,16.52206,34.96295,0.08920981,-1779.168,0.509804622
"340",2001,-72.73293,-17.99002,0,0,68.44554,16.90477,34.96707,0.3001946,-5597.075,0.272437256
"2279",2001,-81.3535,-8.143,0,0,113.2199,18.61691,35.00851,0.05207969,-5327.4,0.659656416
"1523",2001,-73.69209,-17.56803,0,0,73.38992,17.92131,35.03289,0.05210374,-6161.428,0.352489955
"2842",2001,-80.7165,-8.072667,0,0,77.02112,17.89754,34.91251,0.232248,-1770.507,1.52844506
"2955",2001,-71.63607,-18.21993,0,0,34.07547,16.58477,34.93043,0.05648823,-1327.397,0.455015141
"3538",2001,-75.2239,-16.62937,0,0,66.83592,16.76493,34.92956,0.09908959,-4946.028,0.24905636
"3861",2001,-72.73721,-18.31188,0,0,85.4214,17.13034,34.99174,0.2754908,-6141.121,0.252407813
"3169",2001,-75.05545,-16.34115,0,0,47.04916,16.83002,34.98718,0.1170439,-5991.497,0.324145102
"1524",2001,-79.4165,-9.6695,0,0,56.13089,17.55622,34.94176,0.08703753,-157.7056,0.673313844
"1875",2001,-73.06026,-17.5086,0,0,55.14494,16.85376,34.99224,0.1301306,-4066.365,0.41214238
"2831",2001,-78.59877,-12.71525,0,0,92.06335,17.22236,35.06449,0.2286699,-5509.102,0.387965778
"484",2001,-76.6593,-15.68815,0,0,74.75782,17.48514,35.02156,0.04106142,-2960.037,0.287577631
"1504",2001,-79.3312,-11.09338,0,0,87.709,18.45953,35.13286,0.01974824,-4077.982,0.242319566
"2416",2001,-74.42191,-17.27445,0,0,74.45333,16.68378,34.89947,0.2611746,-5061.638,0.245627967
"3312",2001,-77.42323,-14.05467,0,0,60.28803,17.02579,34.97186,0.07688573,-4772.704,0.522269815
"1257",2001,-73.85764,-17.83842,0,0,91.83646,17.83791,35.03069,0.05430948,-4543.376,0.39046977
"3804",2001,-79.41516876,-9.39883327,0,25.02347303,49.43143008,17.27481456,34.95678572,0.215158364,-161.2500964,0.698397736
"3399",2001,-79.29835,-11.95305,0,0,104.2886,17.95769,35.15087,0.04278652,-5331.927,0.288872553
"3736",2001,-80.25017,-8.996834,0,0,84.99043,17.88916,34.94146,0.2312789,-1914.927,0.768308572
"197",2001,-72.79977,-18.10735,0,0,76.44221,17.25989,34.99561,0.2649712,-6808.708,0.274131145
"1551",2001,-77.50237,-14.9906,0,0,85.87655,16.25835,34.94437,0.1097314,-3885.009,0.37948736
"4003",2001,-73.1753006,-17.26953316,0,27.202,44.95322444,17.15682,35.01251841,0.104399361,-3837.990377,0.532891746
"1004",2001,-79.02756,-12.38408,0,0,103.6795,17.67919,35.10434,0.05340432,-5063.474,0.264443758
"2415",2001,-75.99635,-16.4354,0,0,78.92497,17.19669,34.97588,0.02107874,-4015.517,0.185333269
"2852",2001,-79.41415,-12.26212,0,0,118.4983,17.80365,35.11757,0.04633984,-4796.642,0.261792131
"3743",2001,-77.42078,-14.37307,0,0,65.69782,16.61231,34.95306,0.05181118,-4795.113,1.43108539
"3383",2001,-81.35717,-6.9825,0,0,53.31926,18.31945,34.99433,0.0446189,-3906.787,0.627385774
"990",2001,-79.04195,-12.3926,0,0,104.657,17.6768,35.10494,0.06097996,-5038.915,0.258891248
"2395",2001,-76.00301,-16.4518,0,0,79.94733,17.20114,34.97624,0.01954357,-4102.493,0.183645948
"1382",2001,-73.7799,-17.71903,0,0,83.58485,17.92064,35.0314,0.04849829,-5258.917,0.372158675
"3398",2001,-80.193,-8.647333,0,0,68.08645,17.77534,34.93032,0.193511,-1011.593,0.587241902
"2671",2001,-71.60349,-18.33218,0,0,39.6394,16.67117,34.9418,0.1971646,-1668.773,0.396776957
"2143",2001,-81.09983,-8.2975,0,0,103.1527,18.8713,35.00135,0.0560143,-6266.805,0.685349515
"3894",2001,-77.94131,-14.32363,0,0,93.16096,16.38404,34.95616,0.03311321,-4509.112,0.440163955
"3202",2001,-74.03823,-17.1659,0,0,58.68609,17.0005,34.93051,0.6010902,-6908.305,0.228068313
"2704",2001,-79.76867,-10.51933,0,0,96.7029,18.02704,34.98122,0.08993304,-4903.967,0.299790513
"1820",2001,-75.97514,-16.8497,0,0,98.94934,17.28298,34.985,0.01803668,-3950.237,0.152513986
"3584",2001,-73.9048,-16.95048,0,0,44.06418,16.06967,34.88959,0.1386521,-4939.976,0.247316059
"2013",2001,-77.61488,-14.76685,0,0,85.09808,16.27753,34.95995,0.05834906,-4078.023,0.516434479
"3188",2001,-78.43298,-12.61903,0,0,80.84478,17.49827,35.09456,0.06388232,-4696.335,0.49473163
"3807",2001,-81.72783661,-7.72283316,0,23.76714847,102.2964391,18.53302224,35.0180387,0.034965936,-4546.626666,0.760574488
"2221",2001,-80.47916412,-6.57416677,0,34.177,6.932930026,16.65905661,34.91761925,0.153568095,-21.44985383,1.314749535
"122",2001,-72.09692,-18.32488,0,0,55.16008,16.97933,34.97322,0.5043989,-4028.195,0.283585964
"922",2001,-72.02888,-17.8133,0,0,37.47402,16.20998,34.92357,0.1084398,-1814.748,0.618166499
"2808",2001,-76.25543,-14.89392,0,0,24.39293,16.22101,34.92206,0.1571176,-1949.306,1.40337013
"3954",2001,-81.807,-7.244333,0,0,81.67278,18.6336,35.00842,0.05232924,-4709.615,0.358621592
"3472",2001,-74.72895,-17.16228,0,0,78.9711,17.18421,34.94991,0.1208632,-4712.058,0.306242258
"3712",2001,-79.04318,-11.80673,0,0,87.1308,18.0476,35.15681,0.04397807,-5674.044,0.304760014
"2460",2001,-81.47667,-8.0675,0,0,113.6189,18.54053,35.00847,0.07827169,-4941.144,0.554928236
"893",2001,-75.00115,-16.76658,0,0,66.24673,16.91843,34.91864,0.1665093,-5193.771,0.270616473
"2191",2001,-79.684,-11.302,0,0,111.9546,18.58409,35.11576,0.03735234,-5455.42,0.193332564
"2073",2001,-72.95634,-17.34925,0,0,44.18894,16.78614,34.98625,0.1063884,-2875.591,0.462872719
"180",2001,-72.80818,-18.12183,0,0,77.43426,17.29115,34.99758,0.2513942,-6809.923,0.273775978
"1346",2001,-82.78967,-6.8935,0,0,111.745,19.06316,35.05439,0.07458495,-4298.88,0.329092598
"3229",2001,-71.53011,-17.99863,0,0,19.48933,16.82889,34.93609,0.1298813,-1025.365,0.861727634
"1414",2001,-82.716,-6.852667,0,0,106.7198,19.00384,35.05738,0.06759434,-4281.614,0.346237705
"1865",2001,-79.09417,-9.491333,0,0,34.30752,16.73791,34.95664,0.1048842,-140.999,1.314275357
"632",2001,-72.20992,-18.11738,0,0,53.30116,16.34727,34.93135,0.08482638,-3366.78,0.34283834
"695",2001,-72.16558,-18.04453,0,0,49.11265,16.39317,34.93692,0.1209872,-3341.62,0.434883607
"1970",2001,-80.27733612,-6.66383314,0,14549.64106,6.066272024,16.87990762,34.93117584,0.163612855,-25.99635684,1.375340267
"1417",2001,-80.38335,-9.660665,0,0,108.8353,18.56586,34.97423,0.2109296,-6330,0.600792594
"2252",2001,-80.08884,-9.428333,0,0,87.87526,17.95671,34.94967,0.04036025,-2513.17,0.487424996
"2060",2001,-79.01283,-12.07392,0,0,92.45255,17.7662,35.10854,0.08126087,-5959.52,0.282798145
"507",2001,-78.0027,-14.09402,0,0,94.0353,16.74867,34.95924,0.2106194,-4721.319,0.4891377
"1041",2001,-73.2818,-18.19697,0,0,97.49249,17.70988,35.01757,0.04184907,-4766.202,0.363068147
